Name,Category,Brand,Audience,Price USD,Image Link,Description
New Balance 740,Casual,New Balance,Men's,115,https://images.footlocker.com/is/image/EBFL2/MU740NW2?wid=250&hei=250,"The 740 is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
Nike Air Foamposite One,Casual,Nike,Men's,240,https://images.footlocker.com/is/image/EBFL2/J5195001?wid=250&hei=250,"The Air Foamposite One is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Jordan Retro 1 High OG,Sports,Jordan,Men's,185,https://images.footlocker.com/is/image/EBFL2/Z5485100?wid=250&hei=250,"The Retro 1 High OG is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike Air Force 1 Low '07,Sports,Nike,Men's,115,https://images.footlocker.com/is/image/EBFL2/V0788001?wid=250&hei=250,"The Air Force 1 Low '07 is a basketball shoe with full-length Air cushioning. Featuring leather construction and iconic design, it delivers court-inspired style for daily use."
Under Armour Phantom 1 Modern,Casual,Under Armour,Men's,120,https://images.footlocker.com/is/image/EBFL2/28384001?wid=250&hei=250,"The Under Armour Phantom 1 Modern is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
New Balance 480,Casual,New Balance,Men's,90,https://images.footlocker.com/is/image/EBFL2/BB480LPA?wid=250&hei=250,"The 480 is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
On Cloud 6,Sports,On,Men's,160,https://images.footlocker.com/is/image/EBFL2/10071043?wid=250&hei=250,"The On Cloud 6 is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
New Balance 9060,Casual,New Balance,Men's,150,https://images.footlocker.com/is/image/EBFL2/59060GEA?wid=250&hei=250,"The 9060 is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
New Balance 574,Sports,New Balance,Men's,100,https://images.footlocker.com/is/image/EBFL2/ML574EVW?wid=250&hei=250,"The 574 is a heritage running shoe with ENCAP midsole technology. Featuring suede and mesh construction, it offers retro styling with reliable everyday comfort."
Nike Air Force 1 '07 LV8,Sports,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/Q2037200?wid=250&hei=250,"The Air Force 1 '07 LV8 is a basketball shoe with full-length Air cushioning. Featuring leather construction and iconic design, it delivers court-inspired style for daily use."
Nike Air Vapormax Plus,Casual,Nike,Men's,210,https://images.footlocker.com/is/image/EBFL2/U4863600?wid=250&hei=250,"The Air Vapormax Plus is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike Air DT Max '96,Casual,Nike,Men's,170,https://images.footlocker.com/is/image/EBFL2/M9236001?wid=250&hei=250,"The Air DT Max '96 is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Jordan AJ 1 Low,Sports,Jordan,Men's,120,https://images.footlocker.com/is/image/EBFL2/53558044?wid=250&hei=250,"The AJ 1 Low is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike Calm Slides,Comfort,Nike,Men's,50,https://images.footlocker.com/is/image/EBFL2/D4116201?wid=250&hei=250,"The Calm Slides is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
adidas Originals Handball Spezial,Casual,adidas,Men's,110,https://images.footlocker.com/is/image/EBFL2/BD7633?wid=250&hei=250,"The Originals Handball Spezial is an athletic shoe with German engineering. Featuring quality construction and sporty design, it combines performance with street-ready style."
Jordan Air Jordan 1 Low SE,Sports,Jordan,Men's,130,https://images.footlocker.com/is/image/EBFL2/B8971106?wid=250&hei=250,"The Air 1 Low SE is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike Dunk Low Retro,Sports,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/Q1932700?wid=250&hei=250,"The Dunk Low Retro is a versatile sneaker with basketball heritage. Featuring leather upper and classic design, it offers timeless style for casual and athletic wear."
Jordan AJ 1 Low,Sports,Jordan,Men's,120,https://images.footlocker.com/is/image/EBFL2/53558169?wid=250&hei=250,"The AJ 1 Low is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike Air Force 1 '07,Sports,Nike,Men's,115,https://images.footlocker.com/is/image/EBFL2/C2302100?wid=250&hei=250,"The Air Force 1 '07 is a basketball shoe with full-length Air cushioning. Featuring leather construction and iconic design, it delivers court-inspired style for daily use."
Jordan Retro 3,Sports,Jordan,Men's,200,https://images.footlocker.com/is/image/EBFL2/T8532106?wid=250&hei=250,"The Retro 3 is a championship-winning basketball shoe with signature elephant print. Featuring visible Air cushioning and premium materials, it brings authentic Jordan heritage to your collection."
Nike Air Force 1 '07 LV8 NA,Sports,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/Q3612113?wid=250&hei=250,"The Air Force 1 '07 LV8 NA is a basketball shoe with full-length Air cushioning. Featuring leather construction and iconic design, it delivers court-inspired style for daily use."
adidas Originals SL 72 RS,Casual,adidas,Men's,100,https://images.footlocker.com/is/image/EBFL2/JI1282?wid=250&hei=250,"The Originals SL 72 RS is an athletic shoe with German engineering. Featuring quality construction and sporty design, it combines performance with street-ready style."
New Balance WRPD Runner,Casual,New Balance,Men's,150,https://images.footlocker.com/is/image/EBFL2/1WRPDFLD?wid=250&hei=250,"The WRPD Runner is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
Nike Nike Dunk Low Retro SE NA2,Sports,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/V5750133?wid=250&hei=250,"The Dunk Low Retro SE NA2 is a skateboard-inspired shoe with premium materials. Featuring classic colorblocking and versatile design, it adds authentic street style to casual wear."
Jordan Spizike Low,Sports,Jordan,Men's,165,https://images.footlocker.com/is/image/EBFL2/Q1759004?wid=250&hei=250,"The Spizike Low is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike P-6000,Casual,Nike,Men's,115,https://images.footlocker.com/is/image/EBFL2/D6404025?wid=250&hei=250,"The P-6000 is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike P-6000,Casual,Nike,Men's,110,https://images.footlocker.com/is/image/EBFL2/D6404024?wid=250&hei=250,"The P-6000 is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Jordan Spizike Low,Sports,Jordan,Men's,165,https://images.footlocker.com/is/image/EBFL2/Q1759060?wid=250&hei=250,"The Spizike Low is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Jordan AJ 1 Mid,Sports,Jordan,Men's,125,https://images.footlocker.com/is/image/EBFL2/Q8426142?wid=250&hei=250,"The AJ 1 Mid is a classic basketball shoe with premium leather construction. Featuring the iconic Wings logo and Air-Sole cushioning, it delivers court-inspired style for daily wear."
Nike Nike Dunk Hi Retro SE,Sports,Nike,Men's,150,https://images.footlocker.com/is/image/EBFL2/F3143700?wid=250&hei=250,"The Dunk Hi Retro SE is a skateboard-inspired shoe with premium materials. Featuring classic colorblocking and versatile design, it adds authentic street style to casual wear."
Nike A'One,Casual,Nike,Men's,115,https://images.footlocker.com/is/image/EBFL2/FZ605001?wid=250&hei=250,"The A'One is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Jordan AJ 1 Mid,Sports,Jordan,Men's,130,https://images.footlocker.com/is/image/EBFL2/Q8426200?wid=250&hei=250,"The AJ 1 Mid is a classic basketball shoe with premium leather construction. Featuring the iconic Wings logo and Air-Sole cushioning, it delivers court-inspired style for daily wear."
Jordan MVP 92,Sports,Jordan,Men's,145,https://images.footlocker.com/is/image/EBFL2/3950200?wid=250&hei=250,"The MVP 92 is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Jordan 1 Take 4,Sports,Jordan,Men's,100,https://images.footlocker.com/is/image/EBFL2/D7193061?wid=250&hei=250,"The 1 Take 4 is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike C1TY,Casual,Nike,Men's,100,https://images.footlocker.com/is/image/EBFL2/F3863010?wid=250&hei=250,"The C1TY is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike Sabrina 3,Casual,Nike,Men's,135,https://images.footlocker.com/is/image/EBFL2/H2881400?wid=250&hei=250,"The Sabrina 3 is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike Air Force 1 '07 LV8 NA1,Sports,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/V5752410?wid=250&hei=250,"The Air Force 1 '07 LV8 NA1 is a basketball shoe with full-length Air cushioning. Featuring leather construction and iconic design, it delivers court-inspired style for daily use."
New Balance 480 Low,Casual,New Balance,Men's,90,https://images.footlocker.com/is/image/EBFL2/BB480LGP?wid=250&hei=250,"The 480 Low is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
Nike P-6000 SE,Casual,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/B2986002?wid=250&hei=250,"The P-6000 SE is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike Air Foamposite One,Casual,Nike,Men's,240,https://images.footlocker.com/is/image/EBFL2/Q8181400?wid=250&hei=250,"The Air Foamposite One is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Jordan Spizike Low,Sports,Jordan,Men's,165,https://images.footlocker.com/is/image/EBFL2/Q1759105?wid=250&hei=250,"The Spizike Low is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
ASICS GEL-1130,Sports,ASICS,Men's,100,https://images.footlocker.com/is/image/EBFL2/1A256113?wid=250&hei=250,"The ASICS GEL-1130 is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
Converse All Star High Top,Casual,Converse,Men's,65,https://images.footlocker.com/is/image/EBFL2/9160?wid=250&hei=250,"The All Star High Top is a canvas sneaker with timeless appeal. Featuring classic construction and versatile design, it adds casual style to any outfit."
New Balance 480 Low,Casual,New Balance,Men's,90,https://images.footlocker.com/is/image/EBFL2/BB480LGB?wid=250&hei=250,"The 480 Low is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
Nike Air Force 1 '07 LV8,Sports,Nike,Men's,125,https://images.footlocker.com/is/image/EBFL2/Q2037101?wid=250&hei=250,"The Air Force 1 '07 LV8 is a basketball shoe with full-length Air cushioning. Featuring leather construction and iconic design, it delivers court-inspired style for daily use."
New Balance 574,Sports,New Balance,Men's,100,https://images.footlocker.com/is/image/EBFL2/U574WGN?wid=250&hei=250,"The 574 is a heritage running shoe with ENCAP midsole technology. Featuring suede and mesh construction, it offers retro styling with reliable everyday comfort."
Nike Air Max Plus,Sports,Nike,Men's,180,https://images.footlocker.com/is/image/EBFL2/HV6227?wid=250&hei=250,"The Air Max Plus is an iconic runner with distinctive wavy design lines. Featuring Tuned Air technology and gradient colorways, it brings bold athletic style to everyday wear."
Jordan Spizike Low,Sports,Jordan,Men's,160,https://images.footlocker.com/is/image/EBFL2/B4464025?wid=250&hei=250,"The Spizike Low is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Nike Air Max Goadome,Sports,Nike,Men's,200,https://images.footlocker.com/is/image/EBFL2/99474050?wid=250&hei=250,"The Air Max Goadome is a lifestyle sneaker with Air cushioning technology. Featuring durable construction and modern design, it combines athletic comfort with everyday style."
adidas Originals Samba,Casual,adidas,Men's,100,https://images.footlocker.com/is/image/EBFL2/B75807?wid=250&hei=250,"The Samba is a soccer-inspired shoe with leather construction. Featuring classic 3-Stripes and gum sole, it brings timeless athletic style to casual outfits."
New Balance 990 V6,Sports,New Balance,Men's,200,https://images.footlocker.com/is/image/EBFL2/M990GL6?wid=250&hei=250,"The 990 V6 is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
Jordan 6 Rings,Sports,Jordan,Men's,170,https://images.footlocker.com/is/image/EBFL2/22992015?wid=250&hei=250,"The 6 Rings is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
adidas Originals Samba OG,Casual,adidas,Men's,100,https://images.footlocker.com/is/image/EBFL2/JS3533?wid=250&hei=250,"The Samba OG is a soccer-inspired shoe with leather construction. Featuring classic 3-Stripes and gum sole, it brings timeless athletic style to casual outfits."
Nike Air VaporMax Plus VPC,Casual,Nike,Men's,220,https://images.footlocker.com/is/image/EBFL2/H9148480?wid=250&hei=250,"The Air VaporMax Plus VPC is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
ASICS GEL-NYC,Sports,ASICS,Men's,130,https://images.footlocker.com/is/image/EBFL2/3A383200?wid=250&hei=250,"The ASICS GEL-NYC is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
PUMA Speedcat OG,Casual,Puma,Men's,100,https://images.footlocker.com/is/image/EBFL2/39884601?wid=250&hei=250,"The PUMA Speedcat OG is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
On Cloudtilt,Sports,On,Men's,170,https://images.footlocker.com/is/image/EBFL2/31124526?wid=250&hei=250,"The On Cloudtilt is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
Nike C1TY,Casual,Nike,Men's,100,https://images.footlocker.com/is/image/EBFL2/F3863400?wid=250&hei=250,"The C1TY is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Jordan Air Jordan 1 Low SE,Sports,Jordan,Men's,130,https://images.footlocker.com/is/image/EBFL2/Q2010012?wid=250&hei=250,"The Air 1 Low SE is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Under Armour Summit,Casual,Under Armour,Men's,90,https://images.footlocker.com/is/image/EBFL2/28345003?wid=250&hei=250,"The Under Armour Summit is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
"Timberland 6"""" Premium Waterproof Boots",Casual,Timberland,Men's,198,https://images.footlocker.com/is/image/EBFL2/10061713?wid=250&hei=250,"The Timberland 6"""" Premium Waterproof Boots is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
Jordan Flight Court,Sports,Jordan,Men's,105,https://images.footlocker.com/is/image/EBFL2/F3255004?wid=250&hei=250,"The Flight Court is a basketball shoe with premium construction. Featuring iconic Jordan styling and performance features, it adds legendary athletic heritage to your rotation."
Vans Old Skool,Casual,Vans,Men's,70,https://images.footlocker.com/is/image/EBFL2/0207299?wid=250&hei=250,"The Vans Old Skool is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
Nike Air Max2 CB '94,Sports,Nike,Men's,180,https://images.footlocker.com/is/image/EBFL2/D5880100?wid=250&hei=250,"The Air Max2 CB '94 is a lifestyle sneaker with Air cushioning technology. Featuring durable construction and modern design, it combines athletic comfort with everyday style."
Nike V2K Run,Casual,Nike,Men's,120,https://images.footlocker.com/is/image/EBFL2/J4497300?wid=250&hei=250,"The V2K Run is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike Air Max 1,Sports,Nike,Men's,140,https://images.footlocker.com/is/image/EBFL2/N6952101?wid=250&hei=250,"The Air Max 1 is a lifestyle sneaker with Air cushioning technology. Featuring durable construction and modern design, it combines athletic comfort with everyday style."
Nike Cortez,Casual,Nike,Men's,90,https://images.footlocker.com/is/image/EBFL2/M4044001?wid=250&hei=250,"The Cortez is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Nike Killshot 2 Leather,Casual,Nike,Men's,90,https://images.footlocker.com/is/image/EBFL2/32997111?wid=250&hei=250,"The Killshot 2 Leather is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
New Balance 1906R,Casual,New Balance,Men's,155,https://images.footlocker.com/is/image/EBFL2/1906RCFU?wid=250&hei=250,"The 1906R is a running shoe with heritage styling. Featuring premium materials and comfortable cushioning, it offers classic athletic design for everyday wear."
Nike JA 2 Koolaid,Casual,Nike,Men's,135,https://images.footlocker.com/is/image/EBFL2/F0302600?wid=250&hei=250,"The JA 2 Koolaid is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
Mizuno Wave Prophecy 14,Casual,Mizuno,Men's,250,https://images.footlocker.com/is/image/EBFL2/45049098?wid=250&hei=250,"The Mizuno Wave Prophecy 14 is a comfortable sneaker with quality construction. Featuring durable materials and versatile styling, it adds reliable performance to your footwear collection."
Nike Shox R4,Casual,Nike,Men's,155,https://images.footlocker.com/is/image/EBFL2/Q1988002?wid=250&hei=250,"The Shox R4 is a performance sneaker with innovative design. Featuring quality materials and athletic styling, it brings modern comfort to active lifestyles."
